Gene_ID,C11,C15,C19,C23,N11,N15,N19,N23
NM_014023,1079,1640,1294,1120,1099,1400,1049,989
NR_015376,2,0,0,2,2,4,1,0
NR_033387,27,50,60,56,21,6,8,9
NR_038884,2,0,0,0,0,9,2,0
NM_001242339,1269,2677,2743,2214,3787,2450,3353,5057
NM_002627,1278,2720,2775,2233,3859,2508,3415,5148
NM_001160125,935,1574,3439,1739,1128,885,1533,1397
NM_001160124,935,1574,3439,1739,1128,885,1533,1397
NM_001300,935,1574,3439,1739,1128,885,1533,1397
NR_027653,935,1574,3439,1739,1128,885,1533,1397
NR_108040,0,9,0,8,30,9,6,4
NR_108054,1,0,1,0,0,0,0,0
NR_108056,0,0,0,0,0,0,0,0
NR_108055,1,0,1,0,0,0,0,0
NR_024475,0,1,2,0,3,0,0,2
NM_001271021,42,141,95,89,119,71,81,76
NM_001271025,42,141,95,89,119,71,81,76
NM_001040177,42,141,95,89,119,71,81,76
NR_073127,42,141,95,89,119,71,81,76
NR_073126,42,141,95,89,119,71,81,76
NR_073125,42,141,95,89,119,71,81,76
NM_001353,72,165,134,360,136,90,86,161
NR_026743,16,18,9,19,12,2,6,7
NM_001253909,17,47,42,64,16,9,36,24
NM_001253908,65,188,154,286,65,78,87,138
NM_001354,65,112,200,314,100,66,117,171
NM_003739,57,172,152,281,49,71,81,133
NM_205845,65,112,200,314,100,66,117,171
NM_001818,4,16,21,20,6,6,6,5
NR_027916,3,4,0,2,0,0,1,2
NM_005863,2605,3425,2297,2849,1593,1854,1215,1122
NM_001047160,2609,3443,2315,2864,1606,1864,1223,1134
NR_073040,2605,3425,2297,2849,1593,1854,1215,1122
NR_120497,36,31,110,57,141,239,66,323
NR_120496,36,31,110,57,141,239,66,323
NR_024581,537,908,764,927,762,695,539,551
NM_024701,537,908,764,927,762,695,539,551
NM_017782,1008,1232,1208,1143,628,757,720,615
NR_037164,537,908,764,927,762,695,539,551
NM_001009943,126,242,237,244,254,146,172,164
NM_001009941,126,242,237,244,254,146,172,164
NM_019046,320,517,603,645,608,283,398,369
NM_001243539,128,219,317,399,210,95,279,125
NM_002189,126,209,297,388,180,93,261,112
NR_046362,128,219,317,399,210,95,279,125
NM_172200,126,209,297,388,180,93,261,112
NM_001256765,126,209,297,388,180,93,261,112
NM_001145547,1210,1092,1204,1430,1101,751,848,973
NM_032905,1215,1118,1228,1440,1133,763,870,990
NM_004566,762,1383,1999,1239,1043,1090,1507,1253
NR_120634,9,12,7,4,1,10,16,2
NM_005174,1777,1571,1762,1803,1295,1098,1092,1046
NM_012311,250,239,284,328,201,155,153,183
NR_045609,250,239,284,328,201,155,153,183
NM_001001973,1777,1571,1762,1803,1295,1098,1092,1046
NM_002051,126,134,401,278,520,349,460,721
NM_001002295,126,134,401,278,520,349,460,721
NR_120635,8,0,7,3,3,5,8,10
NR_120636,0,0,0,0,0,0,0,0
NR_120637,0,0,2,6,0,0,0,5
NR_024411,3,1,3,4,4,2,2,6
NR_024410,3,1,3,4,4,2,2,6
NR_015413,3,1,3,4,4,2,2,6
NR_046108,30,16,2,10,71,24,16,15
NR_126062,492,428,478,548,865,416,699,719
NM_001080491,420,518,404,474,292,285,297,208
NR_125732,46,74,38,60,22,30,29,17
NM_024693,61,1342,533,737,372,1268,461,638
NM_153256,296,518,474,519,443,696,388,311
NR_038222,316,488,463,544,449,708,381,331
NR_024577,866,989,945,1002,608,492,526,546
NR_024576,866,989,945,1002,608,492,526,546
NM_018706,1526,2364,1939,1735,1005,2055,1020,1066
NM_001142628,432,600,512,543,374,308,282,318
NM_001142627,866,989,945,1002,608,492,526,546
NM_018144,432,600,512,543,374,308,282,318
NM_006023,752,843,983,930,671,551,542,540
NM_145314,1,3,3,0,1,2,4,5
NM_182751,10,7,22,30,6,16,14,6
NM_001303119,1,3,3,0,1,2,4,5
NM_001303118,1,3,3,0,1,2,4,5
NM_018518,10,7,22,30,6,16,14,6
NM_006214,417,547,447,536,459,394,329,393
NM_012247,643,636,835,853,709,637,539,611
NM_001037537,414,522,430,513,435,367,309,376
NM_001195604,643,636,835,853,709,637,539,611
NM_001195602,643,636,835,853,709,637,539,611
NM_003675,193,179,196,281,135,102,113,105
NM_001193427,244,183,212,191,107,159,138,121
NM_001193426,244,183,212,191,107,159,138,121
NM_001193425,244,183,212,191,107,159,138,121
NM_016299,597,629,701,653,442,425,401,452
NM_001278205,358,396,442,365,315,306,260,301
NM_001193424,244,183,212,191,107,159,138,121
NR_034181,244,183,212,191,107,159,138,121
NM_024670,244,183,212,191,107,159,138,121
NM_001029954,141,230,279,174,134,144,117,134
NR_103464,358,396,442,365,315,306,260,301
NR_036506,13,2,8,2,5,8,3,4
NM_004808,510,734,779,846,549,535,473,476
NM_001308295,453,634,654,752,470,478,413,429
NM_001261838,408,427,409,359,209,264,242,221
NM_001261837,408,427,409,359,209,264,242,221
NM_001261836,408,427,409,359,209,264,242,221
NM_001001484,408,427,409,359,209,264,242,221
NM_030664,408,427,409,359,209,264,242,221
NR_108061,840,3059,2520,3397,7182,3888,6430,6905
NR_108060,34,24,69,40,21,19,49,19
NM_003380,4435,7648,7570,11102,13100,6486,12424,12855
NR_034129,99,57,602,47,23,40,117,22
NM_014241,188,157,217,278,359,303,209,350
NM_001098844,24,26,9,17,6,14,11,10
NR_038419,0,0,0,0,0,0,0,0
NM_178815,104,91,132,80,50,52,26,29
NR_120646,8,4,46,27,20,10,17,0
NM_001177483,18,18,24,12,9,8,4,14
NM_001010896,18,18,24,12,9,8,4,14
NM_001195630,77,118,95,155,114,139,85,104
NM_001195628,77,118,95,155,114,139,85,104
NM_001195627,77,118,95,155,114,139,85,104
NM_005180,952,731,857,700,687,711,637,568
NM_001204062,1538,1171,1436,1312,1102,1044,1008,927
NM_012228,475,499,683,762,674,571,516,783
NR_103721,1,5,0,8,3,6,0,5
NM_024838,200,101,200,198,123,36,67,80
NM_145010,9,20,19,20,4,10,15,13
NR_072993,9,20,19,20,4,10,15,13
NR_072992,9,20,19,20,4,10,15,13
NR_120649,5,13,5,4,11,4,5,4
NR_108069,0,4,5,2,0,0,0,0
NM_000818,2,3,3,9,6,11,4,18
NM_001134366,2,3,3,9,6,11,4,18
NR_026793,1,2,2,4,7,2,2,2
NM_005470,1111,1003,1068,1116,830,761,667,724
NM_001012752,1111,1003,1068,1116,830,761,667,724
NM_001012750,1111,1003,1068,1116,830,761,667,724
NM_001012751,1111,1003,1068,1116,830,761,667,724
NM_001178124,1111,1003,1068,1116,830,761,667,724
NM_001178123,1111,1003,1068,1116,830,761,667,724
NM_001178122,1111,1003,1068,1116,830,761,667,724
NM_001178125,1111,1003,1068,1116,830,761,667,724
NM_001178121,1111,1003,1068,1116,830,761,667,724
NM_001178120,1111,1003,1068,1116,830,761,667,724
NM_001178119,1111,1003,1068,1116,830,761,667,724
NM_001178116,1111,1003,1068,1116,830,761,667,724
NR_026795,55,110,244,126,119,119,131,265
NM_001256053,220,156,178,205,89,99,81,115
NM_014915,220,156,178,205,89,99,81,115
NM_001271512,638,841,727,808,491,599,446,442
NM_001172304,185,238,336,214,164,167,206,185
NM_001172303,185,238,336,214,164,167,206,185
NM_145698,638,841,727,808,491,599,446,442
NM_001042473,641,849,735,812,502,604,454,447
NM_001301254,638,841,727,808,491,599,446,442
NM_001301253,641,849,735,812,502,604,454,447
NM_001301252,638,841,727,808,491,599,446,442
NM_001301251,641,849,735,812,502,604,454,447
NM_032844,185,238,336,214,164,167,206,185
NR_003525,74,69,96,125,79,63,88,113
NM_001034842,1,0,1,1,15,4,3,10
NR_121652,19,35,41,79,80,35,99,102
NM_001242702,184,303,379,918,638,241,535,563
NM_173576,184,303,379,918,638,241,535,563
NR_033805,939,981,1097,941,677,670,509,516
NR_120652,2,5,9,11,5,6,7,16
NM_001278522,0,2,3,3,5,3,0,6
NM_032517,0,0,0,2,0,0,2,1
NR_110929,2018,2184,2110,2206,3957,2036,2504,3928
NR_110928,2005,2164,2088,2187,3914,1991,2478,3883
NR_110927,3099,3573,3520,3699,7519,3853,4972,8025
NR_110926,2018,2184,2110,2206,3957,2036,2504,3928
NR_110925,2018,2184,2110,2206,3957,2036,2504,3928
NR_110922,2888,3377,3294,3463,7075,3697,4681,7602
NR_110921,2888,3377,3294,3463,7075,3697,4681,7602
NR_110920,2888,3377,3294,3463,7075,3697,4681,7602
NR_120653,2,4,4,6,3,8,3,1
NM_018109,516,585,608,537,368,337,270,265
NM_001244134,250,222,576,321,242,89,336,260
NM_005204,250,222,576,321,242,89,336,260
NM_183058,2,1,4,5,0,5,2,4
NR_036438,131,127,195,129,303,130,188,265
NM_004521,3036,2805,2724,2551,1921,2051,1437,2001
NM_001272004,1060,1230,1266,1382,987,775,825,1068
NM_001272019,1056,1218,1256,1374,974,763,816,1050
NR_104163,13,21,46,25,19,9,11,25
NM_025209,1060,1230,1266,1382,987,775,825,1068
NR_120660,8,9,14,2,6,6,5,8
NM_133376,5246,5014,4981,6679,5574,3608,4768,5230
NM_002211,5253,5049,5014,6714,5657,3658,4813,5280
NM_033668,5208,4928,4902,6589,5536,3559,4752,5183
NR_038932,2,2,0,0,0,0,2,0
NR_108043,4,6,14,19,11,6,15,13
NM_001198777,462,573,566,709,464,406,353,551
NM_003591,459,566,565,702,462,398,346,543
NM_001198779,450,532,538,684,432,376,337,508
NM_001198778,450,532,538,684,432,376,337,508
NM_001267570,219,253,478,189,156,117,318,227
NM_001267569,79,101,239,79,74,63,141,100
NM_001267568,79,101,239,79,74,63,141,100
NM_001267567,254,309,557,221,195,152,365,268
NM_001267566,20,33,55,21,36,22,35,32
NM_001267565,32,37,65,23,39,24,41,36
NM_001267564,266,313,567,223,198,154,371,272
NM_182718,220,255,489,191,157,118,323,229
NM_182717,220,255,489,191,157,118,323,229
NM_183012,327,374,639,302,267,205,426,318
NM_183011,327,374,639,302,267,205,426,318
NM_182772,266,313,567,223,198,154,371,272
NM_182771,266,313,567,223,198,154,371,272
NM_182770,254,309,557,221,195,152,365,268
NM_182769,254,309,557,221,195,152,365,268
NM_182724,219,253,478,189,156,117,318,227
NM_182723,219,253,478,189,156,117,318,227
NM_182721,219,253,478,189,156,117,318,227
NM_183060,333,390,668,332,281,211,443,330
NM_181571,333,390,668,332,281,211,443,330
NM_182720,220,255,489,191,157,118,323,229
NM_182719,220,255,489,191,157,118,323,229
NR_051972,219,253,478,189,156,117,318,227
NR_051971,219,253,478,189,156,117,318,227
NR_104061,70,66,73,76,24,18,31,22
NM_021045,600,414,602,658,569,394,412,641
NM_001267607,982,794,1015,1073,862,667,573,867
NM_001267597,603,428,616,670,585,427,420,665
NM_001267606,600,414,602,658,569,394,412,641
NM_001267605,600,414,602,658,569,394,412,641
NM_145011,399,265,339,391,393,192,281,337
NM_003421,568,622,680,553,517,479,368,369
NM_001178101,568,622,680,553,517,479,368,369
NM_001007094,568,622,680,553,517,479,368,369
NR_024524,5,10,6,3,9,2,0,7
NR_003086,196,206,187,300,230,174,133,275
NR_027269,89,94,120,104,71,74,61,81
NR_024497,254,408,521,451,684,375,395,635
NR_026777,682,563,546,603,529,256,322,460
NR_026827,2,2,15,20,1,4,13,50
NR_120659,221,147,165,43,94,24,25,1
NR_120658,221,147,165,43,94,24,25,1
NR_120657,221,147,165,43,94,24,25,1
NR_120656,221,147,165,43,94,24,25,1
NM_014753,1006,1239,1439,1211,809,852,706,823
NM_018590,403,513,466,783,377,280,339,236
NM_001282862,58,65,96,127,144,54,133,111
NM_001098206,4092,6394,7003,6020,3933,4303,3782,3427
NM_001098205,4106,6426,7018,6032,3937,4317,3792,3431
NM_001098204,4115,6445,7038,6044,3954,4334,3806,3446
NM_004966,4115,6444,7037,6044,3954,4334,3806,3445
NR_026693,77,124,183,109,72,93,78,100
NM_145312,114,118,127,104,76,43,59,51
NM_001099284,264,279,408,422,285,189,214,356
NM_001099283,264,279,408,422,285,189,214,356
NM_001099282,264,279,408,422,285,189,214,356
NM_005674,181,184,266,276,219,110,167,289
NR_038268,6,6,0,5,1,0,3,6
NR_033846,0,1,3,1,2,0,1,2
NM_001178134,342,352,574,1085,1408,314,1054,1749
NM_199168,342,352,574,1085,1408,314,1054,1749
NM_000609,558,817,789,1615,1851,546,1450,2179
NM_001033886,359,370,584,1111,1425,327,1074,1760
NM_001277990,558,817,789,1615,1851,546,1450,2179
NM_001123376,1,10,14,14,7,0,8,5
NM_032023,583,1797,1643,1859,830,814,1228,1108
NR_033891,36,35,232,13,4,10,39,0
NR_024472,8,14,24,8,18,10,12,14
NM_001256154,833,880,1462,1013,841,856,1123,398
NM_001256153,833,880,1462,1013,841,856,1123,398
NR_120674,191,176,301,253,156,146,214,84
NM_000698,833,880,1462,1013,841,856,1123,398
NM_001128324,364,445,530,280,245,212,199,177
NM_174890,364,444,530,280,244,212,199,176
NM_001282906,364,445,530,280,245,212,199,177
NM_001282905,364,444,530,280,244,212,199,176
NR_104256,80,125,134,48,47,53,57,56
NM_001291379,629,914,1041,919,784,813,655,862
NM_133446,419,661,739,633,611,669,485,717
NM_001276343,419,661,739,633,611,669,485,717
NR_073029,819,982,1108,980,635,644,515,679
NM_006327,819,982,1108,980,635,644,515,679
NR_073030,819,982,1108,980,635,644,515,679
NM_138634,30714,84967,67595,9537,46692,225160,70691,17309
NM_002443,30714,84967,67595,9537,46692,225160,70691,17309
NR_126580,306,681,566,481,521,793,443,798
NM_001278924,61,24,198,78,451,27,104,206
NM_001278923,61,24,198,78,451,27,104,206
NM_001278688,8,13,5,14,6,11,15,5
NM_001098845,61,24,198,78,451,27,104,206
NM_005972,127,232,163,153,103,265,118,57
NM_001278794,127,232,163,153,103,265,118,57
NM_031912,78,82,75,174,108,93,108,167
NM_181519,87,96,88,192,123,99,116,178
NR_027632,448,450,407,450,298,283,246,226
NR_111968,86,120,112,105,94,128,104,74
NR_033172,12,33,68,50,30,23,21,14
NM_001042357,262,74,84,19,64,22,28,19
NM_004962,20,14,10,17,23,22,38,35
NM_153034,9,8,21,12,40,24,8,38
NM_002900,0,0,0,0,1,0,0,2
NM_001271703,90,18,180,66,519,60,136,219
NR_024495,130,111,130,77,59,75,71,51
NM_001190810,566,805,936,514,831,756,655,671
NM_001271702,90,18,180,66,519,60,136,219
NM_001040084,90,18,180,66,519,60,136,219
NM_181519,68,84,99,202,163,97,131,184
NM_031912,41,70,91,180,150,90,121,179
NM_001278795,62,171,138,134,63,271,93,39
NM_001278794,86,203,163,172,90,299,102,43
NR_029396,355,463,519,395,518,463,391,527
NM_001042512,14,43,109,50,23,29,27,21
NM_002750,689,608,746,696,408,348,361,399
NM_139046,689,608,746,696,408,348,361,399
NM_001256026,57,142,162,182,319,170,203,310
NM_001278548,689,608,746,696,408,348,361,399
NM_139049,689,608,746,696,408,348,361,399
NR_038973,4,4,4,5,7,0,2,2
NM_144984,20,35,43,109,134,89,102,103
NM_001288743,142,179,203,383,150,73,204,127
NM_001288742,142,179,203,383,150,73,204,127
NM_001288741,142,179,203,383,150,73,204,127
NM_001288740,142,179,203,383,150,73,204,127
NM_001010863,142,179,203,383,150,73,204,127
NM_001276451,3,1,3,0,0,2,0,1
NM_001135196,4,0,2,10,0,0,0,6
NM_000124,516,562,619,809,362,457,366,397
NM_001277059,234,261,262,352,160,256,167,177
NM_001277058,234,260,262,352,160,256,167,175
NM_001142934,0,9,4,6,3,4,4,5
NM_001142929,0,9,4,6,3,4,4,5
NM_020985,0,9,4,6,3,4,4,7
NM_020986,0,9,4,6,3,4,4,7
NM_003055,0,8,4,6,0,0,2,8
NM_020549,0,9,4,6,3,4,4,5
NM_001142933,0,9,4,6,3,4,4,5
NM_020984,0,17,8,12,3,4,6,15
NM_001143997,414,739,837,570,677,158,340,792
NM_001143996,414,739,837,570,677,158,340,792
NM_182554,2,10,3,0,7,4,0,2
NM_001042427,0,6,2,0,0,0,0,0
NM_018245,414,739,837,570,677,158,340,792
NM_001077665,482,816,873,728,793,726,552,880
NR_110767,361,451,506,434,318,446,286,317
NM_001290118,361,451,506,434,318,446,286,317
NM_001290117,361,451,506,434,318,446,286,317
NR_038275,111,181,226,162,98,81,116,64
NR_126411,94,160,161,151,74,93,78,74
NM_001079516,32,46,47,49,30,35,30,29
NR_120641,2,0,0,0,3,0,0,0
NM_018464,241,110,201,219,195,110,127,175
NM_001204880,166,97,148,131,136,138,100,130
NM_003338,166,97,148,131,136,138,100,130
NM_003201,566,489,548,453,371,344,304,291
NM_001270782,566,489,548,453,371,344,304,291
NR_073073,566,489,548,453,371,344,304,291
NM_001143773,1194,2138,1199,1013,499,1092,628,579
NM_198215,1194,2117,1195,1010,497,1086,618,574
NM_001166698,1194,2117,1195,1010,497,1086,618,574
NM_001001971,1194,2117,1195,1010,497,1086,618,574
NM_194298,326,313,243,334,326,330,167,381
NM_001304732,4,2,4,7,7,3,1,3
NM_001304731,4,2,4,7,7,3,1,3
NM_033379,51,7,53,54,9,4,11,7
NM_001170407,7,0,8,14,4,0,6,3
NM_001170406,7,0,8,14,4,0,6,3
NM_001786,51,7,53,54,9,4,11,7
NM_001242359,287,238,387,466,349,180,300,276
NM_014836,287,238,387,466,349,180,300,276
NM_178505,373,293,193,543,272,126,126,254
NR_120645,11,6,3,8,1,0,0,12
NM_001244638,2197,2877,2174,2551,1731,1897,1432,1401
NR_104162,6,11,4,9,3,2,4,5
NM_001136179,398,844,1809,513,270,158,883,397
NM_001136178,398,850,1817,513,272,158,885,398
NM_001136177,398,844,1809,513,270,158,883,397
NM_000399,398,844,1809,513,270,158,883,397
NM_030759,188,186,214,250,140,166,198,108
NM_001282405,188,186,214,250,140,166,198,108
NR_111909,4,1,5,10,12,10,2,14
NM_021800,122,250,224,78,34,40,60,35
NM_201262,61,128,124,41,22,18,39,25
NR_131184,0,4,2,1,0,0,0,0
NM_001278225,71,94,113,128,77,91,55,62
NM_021644,2693,2496,3044,3120,2496,1747,2098,2571
NM_012207,2693,2496,3044,3120,2496,1747,2098,2571
NM_017987,429,467,509,502,326,273,220,268
NM_001042417,71,94,113,128,77,91,55,62
NR_103476,1720,1517,1830,1967,1611,1122,1308,1612
NR_103475,1720,1515,1826,1964,1606,1111,1307,1612
NM_152707,787,1010,1093,942,639,1174,451,614
NM_001282960,1831,1935,2091,1828,1000,1110,963,1086
NM_001282959,1831,1935,2091,1828,1000,1110,963,1086
NM_018237,1831,1935,2091,1828,1000,1110,963,1086
NR_104262,1831,1935,2091,1828,1000,1110,963,1086
NM_152709,40,54,105,46,45,47,39,42
NM_001130161,50,58,115,47,47,51,46,47
NM_001130160,40,54,105,46,45,47,39,42
NM_001130159,40,54,105,46,45,47,39,42
NM_015634,548,616,545,720,464,434,366,456
NM_004728,1430,1288,1513,1219,578,608,671,428
NM_001256910,1412,1266,1491,1189,567,598,653,409
NM_004896,765,541,602,727,414,275,366,376
NM_002727,410,640,1239,1101,267,246,704,531
NM_001035260,765,541,602,727,414,275,366,376
NR_036430,410,640,1239,1101,267,246,704,531
NR_120648,2,1,1,2,0,4,2,3
NM_025130,16,4,11,17,13,14,14,22
NM_145306,137,288,228,274,194,314,208,307
NM_018649,801,1099,1028,1058,870,610,627,666
NM_001040273,752,1237,1420,1198,1399,1111,1009,1138
NR_073595,657,948,1155,947,1036,789,771,848
NR_073594,752,1237,1420,1198,1399,1111,1009,1138
NR_073593,752,1237,1420,1198,1399,1111,1009,1138
NR_073592,752,1237,1420,1198,1399,1111,1009,1138
NR_073591,752,1237,1420,1198,1399,1111,1009,1138
NR_073582,752,1237,1420,1198,1399,1111,1009,1138
NR_073581,752,1237,1420,1198,1399,1111,1009,1138
NR_073580,752,1237,1420,1198,1399,1111,1009,1138
NM_173555,752,1237,1420,1198,1399,1111,1009,1138
NM_001142648,3146,2771,2666,3193,2030,2076,1614,1886
NM_020150,3146,2771,2666,3193,2030,2076,1614,1886
NM_021129,722,442,510,342,341,221,272,201
NM_001278214,253,313,428,442,376,202,333,334
NM_001278213,251,309,427,442,374,202,331,329
NM_001278212,253,313,428,442,376,202,333,334
NM_001278211,253,313,428,442,376,202,333,334
NM_207119,253,309,427,442,374,202,331,331
NM_018205,253,313,428,442,376,202,333,334
NM_018239,253,313,428,442,376,202,333,334
NR_103468,253,313,428,442,376,202,333,334
NR_103467,253,313,428,442,376,202,333,334
NM_022146,3,7,10,15,8,15,9,3
NM_004096,2154,2424,2700,3054,2740,1767,2243,2464
NM_018055,16,23,32,34,36,19,38,64
NM_005041,30,65,163,99,95,39,120,28
NM_001083116,30,65,163,99,95,39,120,28
NM_080722,23,73,120,127,57,18,210,40
NM_139155,23,73,120,127,57,18,210,40
NM_003901,2012,3270,2989,3425,2119,2741,1846,1579
NM_001244889,363,922,1226,1497,1949,799,1167,4245
NM_170744,363,922,1226,1497,1949,799,1167,4245
NM_001174098,237,509,314,418,309,349,306,336
NM_018344,237,509,314,418,309,349,306,336
NR_033414,237,509,314,418,309,349,306,336
NR_033413,237,509,314,418,309,349,306,336
NM_001164375,7,23,21,21,31,23,30,40
NM_001171934,51,47,140,60,167,114,101,93
NM_001171933,51,47,140,60,167,114,101,93
NM_001168390,9,32,34,37,43,33,45,52
NM_022153,392,922,864,1172,1295,953,1434,1356
NM_004273,506,711,743,916,1705,744,1127,2203
NM_001244950,322,638,916,894,557,297,1975,545
NM_014767,322,640,916,894,557,297,1977,545
NR_045564,522,661,591,635,657,497,500,578
NM_001198799,486,623,564,615,639,469,483,556
NM_001198798,477,587,540,600,621,453,469,534
NM_001198800,486,623,564,615,639,469,483,556
NM_032562,3,9,4,4,1,10,3,4
NM_152635,345,201,349,246,95,39,98,65
NR_130125,345,201,349,246,95,39,98,65
NM_001142596,689,931,639,606,357,299,299,323
NM_015901,206,212,265,162,152,109,125,140
NM_001283019,206,212,265,162,152,109,125,140
NM_001017962,689,931,639,606,357,299,299,323
NM_001142595,689,931,639,606,357,299,299,323
NM_001283014,206,212,265,162,152,109,125,140
NM_001283017,206,212,265,162,152,109,125,140
NM_001283016,206,212,265,162,152,109,125,140
NM_000917,689,931,639,606,357,299,299,323
NM_001283015,206,212,265,162,152,109,125,140
NR_104264,206,212,265,162,152,109,125,140
NM_173348,596,724,809,720,542,516,419,636
NM_001289969,661,602,651,639,489,551,462,542
NM_001289968,661,602,651,639,489,551,462,542
NM_001024593,145,138,126,154,106,65,93,125
NM_001142353,1092,1020,1134,1165,1122,906,941,1085
NM_001142354,1092,1020,1134,1165,1122,906,941,1085
NM_021132,1092,1020,1134,1165,1122,906,941,1085
NR_132103,1583,1596,1789,1203,1038,1831,1057,891
NR_132104,1583,1596,1789,1203,1038,1831,1057,891
NM_024875,14,11,11,10,14,6,20,13
NM_001114133,26,31,21,35,32,26,37,60
NM_001144000,348,601,529,481,580,605,469,662
NM_004922,3018,5353,4632,3992,3940,4746,3258,4023
NR_026592,329,535,450,345,253,312,203,232
NM_198597,3018,5353,4632,3992,3940,4746,3258,4023
NM_172171,1513,2155,2150,2149,3711,2150,2709,4027
NM_172170,1513,2155,2150,2149,3711,2150,2709,4027
NM_172169,1513,2155,2150,2149,3711,2150,2709,4027
NM_001204492,1513,2155,2150,2149,3711,2150,2709,4027
NM_001222,1513,2155,2150,2149,3711,2150,2709,4027
NM_172173,1513,2155,2150,2149,3711,2150,2709,4027
NM_003635,750,1428,1389,1179,1294,1070,1017,1443
NM_012095,1174,1330,1146,1053,899,967,764,776
NM_207012,1174,1330,1146,1053,899,967,764,776
NR_120673,48,52,66,49,39,25,13,31
NM_001003892,3,3,8,2,1,2,4,1
NM_144660,380,450,490,428,295,375,303,315
NM_001184823,775,717,828,583,709,533,550,669
NM_001174156,380,450,490,428,295,375,303,315
NR_033675,772,715,826,579,699,529,542,664
NM_001184783,772,715,826,579,699,529,542,664
